displacement,true_force,predicted_force
1.7489002,0.2832169,0.30047742
1.7489998,0.36785585,0.3656321
1.7490999,0.28446963,0.303671
1.7491648,0.34268606,0.3409186
1.74918,0.33058757,0.34902745
1.7493498,0.32803732,0.33506528
1.7494601,0.30819535,0.31761444
1.74957,0.28420424,0.30380848
1.749735,0.35531646,0.3606933
1.7498848,0.26783693,0.28109697
1.7501,0.31893525,0.3266026
1.7501752,0.2803727,0.2949476
1.7522948,0.2989245,0.3131586
1.75902,0.2894316,0.29469797
1.7876599,0.30619442,0.3215684
1.7877702,0.2771937,0.28719586
1.7878702,0.2974812,0.29759428
1.788,0.31948373,0.32928815
1.7882998,0.29020032,0.30916452
1.7889597,0.33612865,0.345035
1.7889998,0.340287,0.34768233
1.7895299,0.27421695,0.28683227
1.7899702,0.28669605,0.30058563
1.7906249,0.37930372,0.38102826
1.79101,0.31584632,0.32138982
1.7982701,0.36216807,0.35955217
1.81044,0.35368657,0.36015642
1.8149148,0.29223275,0.29961357
1.8275602,0.32343173,0.33657613
1.82821,0.30632088,0.32432675
1.8283198,0.34581336,0.353291
1.8284799,0.31185064,0.32732722
1.828495,0.30286282,0.30347317
1.828495,0.28281903,0.2931875
1.82868,0.29283237,0.32983992
1.82874,0.31118727,0.31970945
1.8288801,0.3159259,0.3401663
1.82905,0.3066083,0.32746017
1.8293449,0.38701245,0.38853312
1.82942,0.319583,0.32886666
1.8294351,0.38359952,0.3796194
1.8298199,0.29586977,0.31469533
1.8298701,0.2789623,0.29263917
1.8301499,0.3832573,0.38670853
1.8301752,0.33661735,0.35237044
1.8372298,0.30246454,0.31555197
1.8389199,0.30056235,0.30638847
1.8390199,0.29514885,0.2999684
1.8674699,0.35512432,0.35974872
1.8678052,0.28873327,0.29894418
1.8679049,0.36847904,0.374926
1.8679049,0.30971518,0.32021275
1.8682201,0.3088183,0.30920562
1.86868,0.30053315,0.31710508
1.86872,0.35965538,0.35778627
1.86934,0.3519689,0.35910594
1.8693649,0.37979946,0.37663946
1.8698798,0.3472765,0.36631626
1.87016,0.32315657,0.33191133
1.8703002,0.3484859,0.34857008
1.87082,0.34172133,0.34655702
1.9019201,0.43146855,0.4222323
1.9076803,0.33606958,0.3461017
1.90839,0.3356091,0.34821892
1.908535,0.31551495,0.32592338
1.908535,0.2946842,0.30488124
1.9088,0.3064091,0.31993788
1.9088401,0.3144773,0.31505045
1.9089401,0.3231087,0.33118328
1.9089401,0.32823786,0.3512387
1.9091451,0.3530094,0.37188065
1.90942,0.30635923,0.3227121
1.909645,0.3396333,0.34914792
1.91,0.34478328,0.35297027
1.9101,0.3461459,0.35213387
1.91197,0.29940394,0.31883755
1.9473151,0.3293627,0.34807158
1.9480048,0.31969747,0.32650486
1.9481,0.31135988,0.3254315
1.948145,0.31953144,0.32069117
1.9483001,0.30989966,0.34641966
1.948655,0.31266358,0.33145508
1.94876,0.36333093,0.3702634
1.9492501,0.39639696,0.39411038
1.94954,0.29737845,0.3097044
1.9495801,0.372545,0.3840817
1.9497797,0.35261968,0.35773358
1.9501249,0.33961177,0.35154074
1.9501249,0.39140034,0.3863329
1.9504201,0.37046298,0.3761057
1.9505398,0.4014133,0.40375954
1.9525402,0.38023955,0.3868302
1.9568999,0.363469,0.3729786
1.9588401,0.3847629,0.38203853
1.9875753,0.34723017,0.3572219
1.9877851,0.35529688,0.367569
1.98804,0.3461536,0.3595461
1.9884999,0.35405475,0.3598882
1.9890401,0.33363554,0.34251717
1.989355,0.3604101,0.37129524
1.9894,0.35221428,0.36009035
1.9897001,0.364698,0.37379268
1.98977,0.31749856,0.3337042
1.98979,0.36375803,0.3652225
1.9898999,0.35133663,0.3602032
1.9899051,0.3419372,0.3511347
1.9899598,0.3632538,0.37888765
1.9920199,0.31000885,0.32987478
1.9983451,0.38889897,0.38748372
2.0157,0.34684506,0.35293877
2.02777,0.3398212,0.3550554
2.0278647,0.3345764,0.35212976
2.027935,0.3527282,0.36215505
2.0282,0.35346973,0.36284712
2.0282,0.31137645,0.32217363
2.02845,0.34290254,0.36034635
2.02845,0.33081004,0.33217165
2.02894,0.35225335,0.3670026
2.02966,0.3604964,0.36565796
2.0304,0.36420506,0.36900827
2.04022,0.32400018,0.32892856
2.04024,0.34747556,0.34988138
2.04801,0.37213284,0.3807647
2.049575,0.38573623,0.393276
2.06192,0.45369518,0.44487712
2.06691,0.36718643,0.3786092
2.06859,0.31750357,0.32796058
2.0687,0.40779966,0.4049327
2.068735,0.30519703,0.3264279
2.0687501,0.33688307,0.33791193
2.0689,0.32769468,0.36296842
2.06932,0.3587343,0.3724775
2.0694,0.36374205,0.37120917
2.0697,0.38086435,0.38409102
2.0701902,0.3754567,0.376286
2.07022,0.35666066,0.36790413
2.07084,0.38659137,0.39313188
2.07092,0.3968772,0.39893135
2.07113,0.41714695,0.4204897
2.07131,0.3430678,0.34032068
2.0720599,0.3998562,0.3931198
2.077155,0.38105175,0.38977522
2.07984,0.32917947,0.33455458
2.096,0.3311626,0.3391597
2.107255,0.35093457,0.37028918
2.10761,0.345893,0.36304858
2.108065,0.34277567,0.35314447
2.10818,0.33891168,0.3548208
2.10831,0.35546854,0.3783032
2.10845,0.36463967,0.3764092
2.1087701,0.33394733,0.3498377
2.109,0.36843672,0.37666893
2.10901,0.39242175,0.39105138
2.10939,0.37876418,0.38600394
2.1095,0.40074056,0.40340248
2.10968,0.39915076,0.40063104
2.109765,0.3942392,0.4058626
2.1098802,0.3825386,0.39990893
2.1104,0.42257708,0.4258683
2.1106603,0.36251366,0.3733671
2.11166,0.3273596,0.3462726
2.11804,0.34356025,0.35465032
2.1450598,0.3373268,0.3498385
2.1475751,0.37446156,0.3770299
2.14771,0.37827376,0.3897541
2.1482751,0.39607584,0.39662984
2.14909,0.32915676,0.33942327
2.14941,0.3732248,0.38169417
2.1495,0.36220354,0.3838133
2.14971,0.3604155,0.3771575
2.14979,0.3742726,0.38321754
2.149825,0.38611814,0.40108374
2.149935,0.41043144,0.40881494
2.1502702,0.36500248,0.37301114
2.15053,0.36238053,0.37147728
2.150675,0.38303193,0.38527176
2.15096,0.40727675,0.4099387
2.15129,0.36907572,0.3751088
2.15214,0.41085923,0.40417606
2.15284,0.33320257,0.35189265
2.153165,0.35666093,0.36936948
2.1543,0.41100234,0.41659185
2.15652,0.39224565,0.4007263
2.15804,0.4084042,0.4032609
2.1595,0.34560686,0.35226995
2.187185,0.38253164,0.39515346
2.18838,0.35429344,0.36486107
2.1884801,0.34513247,0.35868025
2.1889,0.33419403,0.3450579
2.18916,0.36485687,0.38259348
2.1892202,0.3576588,0.37809366
2.18962,0.3697329,0.3783276
2.18978,0.3936315,0.41088295
2.19054,0.38294894,0.3913042
2.191285,0.3689098,0.3771617
2.1915,0.3591678,0.35669717
2.19213,0.3382974,0.3572441
2.1947749,0.4185019,0.42200044
2.20047,0.37153485,0.37279907
2.21534,0.34688762,0.35553035
2.21535,0.3767089,0.38881415
2.2281053,0.36349806,0.3793703
2.2281497,0.3804911,0.39027402
2.228205,0.36863157,0.38237783
2.22838,0.35963383,0.36579442
2.2287,0.35949337,0.36056784
2.2289503,0.37338373,0.39437085
2.22946,0.36225858,0.376144
2.22958,0.3527935,0.36992255
2.229925,0.37625605,0.38375324
2.229965,0.39639556,0.4120833
2.2303102,0.42240977,0.4195487
2.23056,0.39162156,0.39644602
2.2309,0.38047272,0.38615552
2.2316897,0.4396576,0.4422799
2.23485,0.42284968,0.42732662
2.2388,0.42120552,0.41996473
2.239975,0.35395867,0.3693796
2.23998,0.3572307,0.3635489
2.26662,0.409662,0.41400352
2.2671797,0.3934461,0.40600753
2.2682898,0.38679886,0.39573216
2.2683947,0.41084835,0.41305703
2.26846,0.3731446,0.3878064
2.2686198,0.36439475,0.37133756
2.2689497,0.39774865,0.40948096
2.2691348,0.38951525,0.39808705
2.26944,0.39303914,0.39879844
2.269455,0.42627478,0.42473227
2.26952,0.380246,0.38906512
2.2696097,0.40261298,0.4032963
2.26986,0.3963709,0.401746
2.270625,0.3801348,0.38818514
2.270755,0.4366461,0.4311116
2.27086,0.38483733,0.39479908
2.2709901,0.44423562,0.44753593
2.2724497,0.42738536,0.4206234
2.2773898,0.4084815,0.4172164
2.278085,0.36572063,0.37642717
2.27975,0.3597833,0.37461603
2.2798002,0.38294774,0.38395515
2.30738,0.3959883,0.3990611
2.307875,0.41697925,0.4184103
2.30874,0.37144983,0.37684205
2.30924,0.39579806,0.40346298
2.3093202,0.33984908,0.35986322
2.30944,0.4080623,0.42713988
2.309475,0.3966196,0.4042606
2.30949,0.3641569,0.38075304
2.3097498,0.4241595,0.42826644
2.3100498,0.38749832,0.39448377
2.31026,0.39625165,0.40517652
2.3103502,0.3879663,0.40003517
2.310675,0.44847652,0.4448451
2.310745,0.38435602,0.39373758
2.31295,0.43233463,0.426118
2.313235,0.37950003,0.39119545
2.3143947,0.37979952,0.3986926
2.3202,0.36268207,0.36819834
2.32841,0.41122946,0.4191634
2.3351,0.36390436,0.37172344
2.3356,0.39204428,0.4048416
2.34643,0.4196117,0.42453274
2.34892,0.37632012,0.38233384
2.348955,0.3736114,0.3872579
2.3491,0.38960588,0.4101728
2.3493197,0.40611538,0.41137713
2.349635,0.45283994,0.44995913
2.3497698,0.39196423,0.40050718
2.34995,0.39952993,0.40866444
2.34996,0.35937896,0.38951704
2.35005,0.42610204,0.43761185
2.3507402,0.4028294,0.41065744
2.3508098,0.45403573,0.45812324
2.357845,0.37643972,0.38716137
2.3587,0.43671072,0.43577746
2.35942,0.37454253,0.3801283
2.3595502,0.36841097,0.3736325
2.3827999,0.49549595,0.4879832
2.3886602,0.402268,0.41201288
2.38896,0.3748225,0.38611332
2.389,0.38587552,0.40518147
2.389065,0.372232,0.4062263
2.3894002,0.41113162,0.41631663
2.3894002,0.41135198,0.41672215
2.3898947,0.41836646,0.43380073
2.389925,0.43638057,0.4390885
2.3908002,0.41527984,0.4176127
2.391485,0.4608629,0.46347496
2.3915002,0.41184908,0.41794804
2.39197,0.38719824,0.38381004
2.3921,0.46524647,0.46450362
2.39317,0.44400164,0.43694055
2.3934,0.4396782,0.44597143
2.39837,0.4415899,0.43591225
2.3990848,0.4425516,0.4410519
2.408945,0.4214964,0.4299921
2.4258802,0.37573454,0.3876869
2.428425,0.41176042,0.41545847
2.428695,0.43284267,0.43466058
2.42882,0.3953645,0.40925637
2.42892,0.43100283,0.43525034
2.4291499,0.37909195,0.3914583
2.42918,0.38780156,0.3979088
2.42928,0.39365882,0.40284845
2.4294398,0.36796272,0.37865958
2.4294603,0.4260539,0.4432403
2.4294798,0.44327202,0.44645703
2.4297001,0.4359597,0.4343498
2.429905,0.42228326,0.42974746
2.42993,0.46341485,0.46043172
2.4300053,0.42467684,0.4339244
2.4300997,0.40266812,0.41132197
2.43054,0.40743336,0.4204698
2.43101,0.464643,0.46864906
2.4319098,0.39173904,0.38918558
2.4382498,0.4504308,0.45394787
2.43982,0.4057617,0.40610045
2.4511201,0.44144297,0.44663134
2.4564097,0.37989253,0.38790068
2.46504,0.380917,0.392902
2.467665,0.4358291,0.44034916
2.467905,0.3964275,0.41129553
2.4684503,0.39222378,0.3941817
2.46888,0.373902,0.38410118
2.469,0.40828884,0.41678855
2.469065,0.43004856,0.43908924
2.46916,0.3832354,0.41691306
2.46926,0.40387672,0.42076653
2.4695103,0.40840325,0.4156327
2.469535,0.4618478,0.45946893
2.4696252,0.38594535,0.40233168
2.47029,0.43074414,0.4486727
2.47103,0.4622496,0.45836738
2.4718702,0.45166206,0.4529275
2.47855,0.45366707,0.45914653
2.4955003,0.41333032,0.4258563
2.5031602,0.5122128,0.503452
2.5057948,0.3872159,0.3983147
2.5091498,0.4116792,0.43094924
2.5093553,0.39873397,0.40883392
2.5096,0.3957684,0.4086325
2.5099003,0.4241082,0.43133703
2.51,0.39140683,0.40224484
2.5100348,0.43352154,0.44049188
2.5100996,0.390927,0.407761
2.51028,0.47334942,0.47082528
2.51035,0.46936136,0.4706852
2.51111,0.43060458,0.43347055
2.51253,0.4032515,0.4000121
2.5136797,0.40592682,0.4256735
2.518225,0.4599923,0.4536589
2.52956,0.43785912,0.446059
2.531515,0.45245692,0.4570359
2.5345,0.41833368,0.4309344
2.5480597,0.40668523,0.42182177
2.54827,0.44833514,0.45055997
2.54829,0.4034683,0.4092971
2.5486548,0.41033322,0.41870782
2.54866,0.38493538,0.39505565
2.5487597,0.40379354,0.41419017
2.549055,0.41878048,0.42738825
2.5491002,0.45192918,0.4501936
2.5492,0.38046923,0.38914058
2.5494998,0.39654374,0.4074757
2.5495799,0.42658114,0.43504995
2.5497,0.4327669,0.43791276
2.54997,0.43966252,0.45524383
2.55011,0.47987196,0.475947
2.550295,0.4241984,0.43605098
2.5504,0.4346218,0.43883365
2.55052,0.46139452,0.46321726
2.5513952,0.42180017,0.43164518
2.5516102,0.41806465,0.4267985
2.553065,0.38887325,0.40599087
2.5586398,0.4660939,0.45902312
2.5605352,0.3985375,0.4113371
2.5712101,0.45738876,0.46214336
2.5761,0.42490137,0.43633226
2.58874,0.4372693,0.4430314
2.58902,0.4127053,0.42717507
2.589225,0.4766858,0.47524747
2.5894902,0.40859142,0.4110064
2.58955,0.44192934,0.45206064
2.58968,0.3904735,0.4006607
2.5898197,0.4061173,0.41923693
2.5898998,0.4469423,0.4644582
2.5899103,0.47741982,0.47431192
2.59015,0.45830142,0.45560834
2.590165,0.43456537,0.44099048
2.59034,0.44553402,0.46060732
2.59048,0.42447808,0.43283927
2.590515,0.42681193,0.43672395
2.5905597,0.42401513,0.4315206
2.59072,0.4315821,0.4404362
2.59074,0.3927349,0.42181337
2.59185,0.38760042,0.3980138
2.5940897,0.46389344,0.47154704
2.5983503,0.44314826,0.45712745
2.60934,0.44762212,0.45659143
2.615795,0.42939198,0.44146475
2.6175997,0.42801815,0.43413877
2.627525,0.43759,0.4419294
2.62776,0.4577669,0.46103457
2.6281102,0.41768527,0.43226853
2.6281102,0.42235127,0.43556917
2.628645,0.420373,0.42923203
2.6291902,0.44866428,0.4657521
2.6298,0.4367479,0.44553772
2.6304348,0.43971002,0.4479681
2.630685,0.46861577,0.4708024
2.63079,0.47129855,0.47293267
2.6316798,0.43233958,0.44205448
2.6331403,0.40003687,0.4167179
2.63354,0.46961737,0.47649118
2.63916,0.4499785,0.46252215
2.64129,0.40754083,0.41200623
2.6502302,0.46676245,0.47225246
2.6691499,0.45159182,0.4624652
2.6696799,0.39077526,0.40948474
2.66971,0.42317823,0.4344258
2.6698,0.4546545,0.4617084
2.6699002,0.487862,0.48576847
2.6702197,0.43609685,0.4431864
2.6710753,0.47826833,0.47645566
2.6711001,0.48861563,0.48510435
2.6711047,0.44080198,0.44578657
2.67153,0.4678963,0.47518247
2.6724353,0.42515326,0.42139664
2.6784596,0.47989598,0.48460263
2.6792102,0.47831544,0.47700354
2.6797802,0.43770406,0.43847325
2.7035947,0.53572917,0.52847666
2.7085497,0.43310195,0.44609383
2.7089047,0.425375,0.43587202
2.70907,0.4243931,0.42753473
2.7092602,0.4274913,0.43958166
2.7093253,0.4462553,0.45652738
2.7095397,0.46049467,0.46113005
2.70957,0.45544416,0.45743373
2.7096999,0.45399758,0.4587932
2.7098002,0.49502715,0.49696502
2.7098048,0.44001523,0.44841814
2.709925,0.46013644,0.47639272
2.7103152,0.47356737,0.48349604
2.7109103,0.4570697,0.4593568
2.711025,0.451341,0.45855442
2.71208,0.4301125,0.42668107
2.7203298,0.42437667,0.42917457
2.7357297,0.4457268,0.45687157
2.749035,0.45135176,0.4606122
2.7492902,0.4346085,0.44796592
2.7501798,0.44457176,0.4617309
2.7503498,0.4560039,0.46170127
2.7506251,0.42227378,0.45408785
2.7506397,0.48768666,0.48642823
2.75066,0.4602304,0.4645961
2.7509997,0.44731516,0.457428
2.75107,0.42225626,0.43470755
2.7516801,0.45351046,0.4613587
2.7519498,0.45054698,0.45650795
2.7540603,0.4375928,0.4578115
2.7581198,0.49014342,0.49460384
2.759825,0.46495077,0.47838518
2.760725,0.42260557,0.4280194
2.787525,0.46272147,0.47414342
2.7883604,0.4788833,0.48197988
2.789375,0.41784498,0.42770413
2.7894747,0.4401046,0.45774785
2.78969,0.4834466,0.48170084
2.7898252,0.40688455,0.42591798
2.7906249,0.49018896,0.49128002
2.7906353,0.46090442,0.46894655
2.7911248,0.46643132,0.46960595
2.7915702,0.46345773,0.46938127
2.79191,0.50540304,0.5010242
2.79924,0.4704674,0.4835386
2.801275,0.455835,0.45451614
2.81744,0.45320925,0.4603135
2.8290803,0.43942833,0.4506263
2.82984,0.43255293,0.46444747
2.8302553,0.45683706,0.46408507
2.8303797,0.433237,0.44499233
2.8304303,0.4544359,0.46451285
2.8305752,0.48237315,0.48378643
2.8308103,0.47862813,0.49569145
2.8309,0.46150902,0.4720474
2.8314998,0.50878936,0.50620496
2.8316998,0.47303036,0.47476134
2.83239,0.5165124,0.51983064
2.83338,0.44963875,0.46035352
2.8395998,0.4987719,0.49714923
2.8407,0.4401985,0.44521952
2.8411653,0.5007669,0.49601075
2.8575997,0.43349776,0.43994996
2.8583753,0.45932537,0.46563524
2.8657897,0.43552247,0.44556347
2.8675551,0.47359025,0.4843016
2.86919,0.47668475,0.48834923
2.86932,0.44676408,0.45185557
2.8694701,0.4589521,0.47676829
2.86989,0.48072037,0.49727347
2.8699498,0.48654938,0.48874667
2.87023,0.48167968,0.48177278
2.870245,0.43080717,0.45887992
2.8703303,0.46123958,0.4692805
2.8704202,0.49980345,0.5013375
2.87063,0.48292294,0.49086013
2.8708851,0.5018114,0.504294
2.87158,0.47396192,0.47945297
2.8890598,0.48317966,0.49295682
2.89702,0.4380324,0.44495627
2.90296,0.5602698,0.5525587
2.9075902,0.48008156,0.48935592
2.9090002,0.45586315,0.46845505
2.9090703,0.4726266,0.48168707
2.9093497,0.47982576,0.48252362
2.9093897,0.4715837,0.48197457
2.9096549,0.4500894,0.46112323
2.9097197,0.45904756,0.46562245
2.90979,0.45726883,0.47316092
2.909855,0.46581566,0.48183283
2.90992,0.45338014,0.46289453
2.91,0.49311745,0.4937758
2.91032,0.46742785,0.474224
2.9106297,0.48776987,0.5058788
2.9106953,0.44411525,0.47497526
2.91091,0.46822977,0.47452676
2.91106,0.5199328,0.5230397
2.9112248,0.46773306,0.4779054
2.9112399,0.43691844,0.46427986
2.9113002,0.48400527,0.48482051
2.9115102,0.475078,0.48191383
2.9118297,0.4729459,0.477528
2.9121497,0.48054937,0.48453617
2.9182603,0.50925356,0.5144873
2.9197698,0.4692519,0.46995625
2.9198,0.5081315,0.5071191
2.92075,0.5103431,0.5062727
2.9211001,0.44661638,0.45798662
2.9219453,0.4443401,0.44942275
2.9361997,0.47111362,0.48230925
2.9368997,0.44399938,0.4500033
2.9484951,0.49974713,0.5025893
2.94952,0.46321747,0.4707075
2.9498699,0.46201003,0.47826168
2.94993,0.45793465,0.46824753
2.94994,0.48165944,0.48939553
2.9499602,0.46559235,0.47739184
2.9503303,0.45686337,0.4664328
2.9504201,0.5110198,0.51430386
2.95071,0.4860856,0.48982474
2.951,0.49525505,0.511001
2.9511096,0.44168633,0.46952215
2.9514403,0.5346859,0.5341509
2.953575,0.46333703,0.4841611
2.9587152,0.5117538,0.5094051
2.97826,0.4741792,0.48114914
2.9861147,0.45108363,0.461161
2.9871001,0.48906142,0.4993426
2.98847,0.50563073,0.5076933
2.9888551,0.46292973,0.46747544
2.9891648,0.4454302,0.45439085
2.98937,0.4605199,0.4714739
2.9896252,0.481676,0.49203882
2.9896753,0.45565605,0.46630397
2.9902203,0.5282971,0.52671516
2.990225,0.47722977,0.48438856
2.9904401,0.49932405,0.5058933
2.9913802,0.49217862,0.49489787
2.9914,0.50988084,0.51714975
2.9932,0.47028497,0.4811515
2.99354,0.44891512,0.46465456
2.9946,0.5150161,0.52065367
3.0177953,0.45453566,0.46018746
3.02437,0.57513356,0.5668762
3.0277402,0.49428976,0.50442183
3.0295103,0.4868063,0.49675027
3.02972,0.46843755,0.47889686
3.029875,0.46756858,0.47141203
3.0298998,0.46050218,0.47160643
3.0299747,0.4718809,0.48840758
3.03006,0.5134083,0.512644
3.030075,0.46536347,0.4767466
3.0305803,0.50701123,0.50882417
3.0307002,0.48219037,0.48951355
3.03076,0.50342935,0.51091546
3.03088,0.45888215,0.47083938
3.0333402,0.47521058,0.48634467
3.04896,0.5034596,0.513369
3.0677352,0.49564946,0.4985464
3.0684397,0.5128368,0.516118
3.06872,0.49254456,0.5024786
3.0690997,0.5021742,0.51386404
3.06926,0.48181486,0.49271396
3.069275,0.50676996,0.5229265
3.0696247,0.46620616,0.47683468
3.0698397,0.4735816,0.47682872
3.0699403,0.4462247,0.4640101
3.0702703,0.46529528,0.4956176
3.07078,0.4584072,0.48520562
3.071005,0.4865324,0.49659047
3.0710247,0.5037079,0.50480175
3.072075,0.5006177,0.50442874
3.0722947,0.52065367,0.52796
3.0727704,0.5506159,0.5486839
3.0794902,0.5284667,0.5267855
3.0799901,0.47448483,0.4815808
3.080225,0.4903087,0.49056503
3.0810647,0.47243944,0.4768509
3.08127,0.52981067,0.52676433
3.081745,0.46842855,0.47861466
3.088335,0.50810426,0.51835454
3.1082304,0.5173037,0.52100843
3.109455,0.49784097,0.50774753
3.1098998,0.46177095,0.4703577
3.110275,0.47156584,0.48217618
3.110315,0.52051926,0.522
3.11055,0.5109193,0.5122477
3.1106203,0.52973837,0.53437144
3.1106503,0.49316877,0.49959072
3.1108,0.52930397,0.5310612
3.1108,0.54398,0.5484907
3.111385,0.5227896,0.53259915
3.111475,0.49276015,0.50194436
3.11223,0.49500218,0.5033525
3.1144502,0.48451242,0.5051926
3.1147296,0.46462104,0.48064956
3.1192,0.5321814,0.53164065
3.1299,0.51416075,0.5236001
3.14596,0.4724088,0.48175415
3.1488,0.52319837,0.5259805
3.14937,0.48441267,0.49480167
3.1495748,0.4772176,0.49234274
3.1497598,0.49317458,0.51076144
3.1498797,0.49620038,0.51167494
3.1501002,0.48819456,0.5035115
3.150295,0.4834066,0.492718
3.15052,0.52610457,0.5269683
3.1508803,0.50802195,0.5133377
3.1541598,0.47030833,0.4858401
3.1613553,0.5173092,0.53024536
3.1785548,0.500331,0.5068364
3.1888003,0.5117144,0.51372176
3.1889,0.50640315,0.51735085
3.1889348,0.5142428,0.5199721
3.1900048,0.5519452,0.55164367
3.190275,0.5224167,0.5382938
3.1907003,0.50143677,0.51238877
3.19076,0.48670003,0.49747893
3.1908853,0.52422744,0.53068703
3.1909397,0.47984955,0.5111062
3.1910198,0.55707306,0.55594814
3.1910198,0.48831618,0.49804562
3.1918004,0.47987318,0.4914357
3.19211,0.46800035,0.47710714
3.1941202,0.47509947,0.49109247
3.2005801,0.48391724,0.49381444
3.2014403,0.48190665,0.48601928
3.2242503,0.59604496,0.58994085
3.2269998,0.5192675,0.52909493
3.2290347,0.49439096,0.49854663
3.2290597,0.4773899,0.48600742
3.229275,0.4871381,0.50272936
3.22954,0.49351096,0.49835894
3.22962,0.50173515,0.5131729
3.2296298,0.49141556,0.50247514
3.229635,0.512773,0.5217169
3.2299151,0.4932618,0.5031252
3.2301047,0.4738758,0.4787636
3.2303395,0.50836265,0.51457244
3.23052,0.50744474,0.5135562
3.230585,0.5167594,0.5255286
3.2312799,0.5601563,0.56364006
3.23197,0.54091495,0.5471538
3.2328203,0.5707055,0.56759924
3.23436,0.50054914,0.52074146
3.2402701,0.5496993,0.55367166
3.24217,0.5503281,0.54703027
3.2572951,0.51187336,0.52232194
3.2689452,0.54049116,0.5430569
3.2697103,0.50483865,0.5110854
3.2698998,0.5078073,0.5182885
3.2700999,0.5323451,0.5483485
3.2703702,0.49709272,0.5077038
3.2705598,0.4736362,0.49108008
3.2707849,0.52818227,0.53926593
3.2707849,0.49176416,0.52129614
3.2707999,0.47974706,0.48400983
3.2710605,0.5635979,0.5686088
3.2712,0.53779507,0.5384723
3.2726445,0.5154462,0.52348506
3.2730002,0.5040499,0.5007252
3.2735999,0.50695616,0.51718616
3.2745852,0.48603418,0.50164807
3.27911,0.5508064,0.55002385
3.27948,0.49995098,0.50699353
3.28055,0.5315125,0.54536873
3.2823298,0.4924249,0.49650252
3.3048303,0.60665137,0.59907764
3.31011,0.51809514,0.52541625
3.3102098,0.50704134,0.5166713
3.3104,0.48469108,0.489105
3.31093,0.5247421,0.53244734
3.3117297,0.54904574,0.5580413
3.3123248,0.53354025,0.534528
3.3125997,0.5090796,0.50589985
3.31497,0.553142,0.55848885
3.3209,0.5231826,0.5208982
3.3209453,0.5040057,0.50793725
3.3216302,0.50053006,0.5092438
3.32954,0.5379508,0.5485489
3.3381002,0.49550372,0.49988455
3.3384,0.5199458,0.527135
3.348215,0.5360432,0.5439327
3.3502002,0.5414783,0.5492536
3.3504405,0.5132326,0.52403307
3.3504653,0.510562,0.5141135
3.35096,0.5596735,0.56431395
3.3514402,0.52439624,0.52960974
3.3517346,0.57175547,0.5726664
3.3517995,0.5016945,0.53158796
3.3518796,0.53701305,0.5391551
3.353245,0.5361049,0.53890294
3.3541398,0.51671815,0.52743256
3.3605998,0.50798774,0.513034
3.36158,0.5655283,0.5618946
3.37018,0.5442059,0.5535777
3.385,0.6148182,0.60808545
3.3868449,0.50453293,0.51254743
3.38858,0.55343235,0.55510175
3.38965,0.54658943,0.5632823
3.3899045,0.5580402,0.5579806
3.3899198,0.51891077,0.526025
3.3900201,0.50718635,0.5186999
3.3900201,0.5258571,0.54112464
3.3900201,0.5220299,0.53349066
3.3901002,0.54463357,0.5542516
3.3902097,0.5331641,0.5430979
3.3904605,0.52767766,0.5355142
3.3905396,0.53738666,0.54370147
3.39064,0.5370575,0.5458365
3.39073,0.5287201,0.5344645
3.3911595,0.5337549,0.54246867
3.3913999,0.55979615,0.5660992
3.3923202,0.53971833,0.54364866
3.3928351,0.5783179,0.5777903
3.3943152,0.50161463,0.51729846
3.3946,0.52054405,0.54134655
3.39542,0.52900743,0.539283
3.4002995,0.5700477,0.5727962
3.40118,0.53088593,0.5395108
3.4018197,0.511297,0.5194352
3.4185252,0.5290172,0.5372444
3.4262948,0.5095251,0.5175652
3.4296248,0.5281946,0.5384858
3.42976,0.53690493,0.54811996
3.4298701,0.5141664,0.5287131
3.4305196,0.54102683,0.5508627
3.4308603,0.54352516,0.54681146
3.431345,0.53332794,0.53872365
3.43136,0.538724,0.54431736
3.4320948,0.5476453,0.54884905
3.4324648,0.5818931,0.5827135
3.4327753,0.56413287,0.57319826
3.432875,0.5881077,0.59252775
3.4333303,0.5275827,0.53746283
3.433445,0.5462438,0.5486327
3.4347098,0.53385997,0.5440813
3.4396951,0.5734654,0.5774721
3.4397147,0.5209763,0.5272458
3.4409003,0.5517752,0.5655164
3.4504397,0.5532616,0.56346077
3.4521003,0.5683621,0.571186
3.4589999,0.53496754,0.5423348
3.46521,0.6247363,0.6170193
3.46661,0.51441264,0.52268565
3.4680953,0.5627609,0.5646661
3.4699197,0.5256217,0.52934253
3.4699197,0.53630495,0.5508396
3.4700503,0.55669373,0.5732414
3.47036,0.5475892,0.5516339
3.470545,0.53841734,0.54429114
3.470995,0.54204303,0.55200416
3.4711,0.53739285,0.54367656
3.4711995,0.5753786,0.57369226
3.4713,0.5607564,0.5752435
3.4721255,0.56868863,0.57809114
3.4729803,0.5878268,0.5877289
3.4747005,0.53069264,0.5515708
3.4748998,0.5122774,0.5277929
3.4792402,0.57554865,0.5751029
3.4809995,0.5578568,0.5705191
3.4827998,0.5803283,0.5768316
3.50655,0.52054036,0.52775186
3.50848,0.56615597,0.5695073
3.5100198,0.5608943,0.5691835
3.51025,0.5737577,0.57287776
3.5103898,0.5495004,0.558855
3.51046,0.52529866,0.53908604
3.5109003,0.5681101,0.56757534
3.5110247,0.54462516,0.54925793
3.5112898,0.5420686,0.55415684
