displacement,true_force,predicted_force
0.58782,0.18738605,0.18250719
0.58804506,0.1859164,0.18795785
0.58892006,0.13706516,0.13844433
0.6262999,0.14216259,0.15045857
0.62692004,0.14891647,0.1519168
0.626975,0.18034488,0.17234555
0.626975,0.16778257,0.16126922
0.6271749,0.15326193,0.16318533
0.62738997,0.17569757,0.17983463
0.62757,0.14630276,0.16600996
0.62766,0.12539698,0.13454726
0.627755,0.12377802,0.11806879
0.628225,0.116976224,0.12255987
0.62838,0.13772729,0.14420801
0.62842506,0.15817566,0.16260323
0.62863,0.16590482,0.17726165
0.628675,0.17995712,0.17328775
0.62901,0.17964055,0.16974577
0.634715,0.17424451,0.16622943
0.6562,0.12422103,0.122389086
0.6663,0.1390105,0.15361205
0.666495,0.17085129,0.17433196
0.6665049,0.15043458,0.14764012
0.66673,0.16725792,0.16554928
0.6668149,0.15651067,0.16616839
0.6669301,0.14856686,0.15394533
0.6670299,0.12523499,0.1161625
0.66722006,0.14522453,0.14398628
0.66735995,0.12951982,0.14384127
0.66739994,0.1313831,0.14344719
0.66757494,0.10087313,0.11961935
0.66771996,0.12506355,0.13258614
0.6679049,0.12859106,0.14566922
0.6681551,0.1615955,0.16885063
0.66817,0.16121292,0.17032349
0.66824,0.18819965,0.17999661
0.6682901,0.1385928,0.143522
0.6686401,0.12727201,0.13167077
0.66945994,0.19919384,0.19690284
0.66988,0.17511475,0.18454853
0.70730007,0.14675684,0.16051108
0.707305,0.13663135,0.14557338
0.7075,0.15086551,0.15407696
0.70770997,0.13155214,0.1228758
0.7077199,0.1552662,0.16075122
0.7078,0.1320576,0.13298124
0.708085,0.16476342,0.16967294
0.70812505,0.13334207,0.16118637
0.70822495,0.13456905,0.13609093
0.70825,0.14680187,0.15323347
0.70887,0.1951676,0.18742028
0.746025,0.11165837,0.124699585
0.7462149,0.12705456,0.1242438
0.74639994,0.14998136,0.17345434
0.74671996,0.1631413,0.1715608
0.7469149,0.14300615,0.13778651
0.7471151,0.14957453,0.15110883
0.74721,0.18183352,0.17985696
0.747315,0.13239592,0.15708843
0.74775994,0.14037284,0.144965
0.74779993,0.19017361,0.18279946
0.74783,0.19843912,0.2014313
0.74783,0.13580099,0.14567134
0.74784505,0.19294693,0.19719616
0.74794,0.16277474,0.1747615
0.74802005,0.16333401,0.16809708
0.748035,0.13468237,0.1422252
0.7480999,0.16825014,0.167557
0.74823,0.16737247,0.17355368
0.74859,0.17141016,0.17117617
0.7493,0.16536716,0.16665164
0.77986,0.24228501,0.23589647
0.78708994,0.16395532,0.17182606
0.7876,0.15904512,0.17389327
0.78797,0.1645169,0.16820818
0.78801006,0.18016341,0.18551937
0.788055,0.15652105,0.1579043
0.7881699,0.158171,0.16354066
0.78819996,0.17914368,0.18357551
0.78825504,0.22263382,0.22375673
0.78862506,0.15869486,0.16880685
0.7888101,0.17728631,0.1779548
0.78889996,0.17483495,0.18049413
0.78906006,0.16400929,0.16472954
0.78935,0.15934059,0.16462848
0.81690013,0.14985956,0.14776015
0.82632005,0.13693772,0.1372745
0.8266,0.16253275,0.18705854
0.826775,0.19432098,0.19382241
0.82677996,0.15422404,0.16490105
0.82699007,0.14952858,0.14253849
0.8270999,0.16208121,0.16437069
0.82728493,0.14228557,0.1699248
0.8274001,0.17633893,0.18397477
0.82755,0.15039276,0.18070161
0.8277001,0.1701133,0.17744994
0.82786506,0.15138973,0.17073345
0.8281999,0.14579694,0.1552543
0.82826,0.18288927,0.18421236
0.8284001,0.165724,0.1713717
0.8284501,0.17318994,0.18292877
0.8288499,0.22625607,0.22193542
0.82922995,0.17205314,0.18088904
0.82968,0.22843209,0.22625515
0.82975,0.21548422,0.20454541
0.86630005,0.21964738,0.21654916
0.86682993,0.18424325,0.19147906
0.8671299,0.177947,0.18194684
0.86713994,0.17868364,0.18693161
0.8673449,0.14834273,0.1762931
0.86749995,0.15752691,0.17291307
0.86767495,0.1571879,0.1871661
0.8677901,0.16196941,0.1777429
0.867805,0.15439448,0.16875416
0.86802,0.19167703,0.2008025
0.86807007,0.1879251,0.18813652
0.8681601,0.20806444,0.2067399
0.868535,0.18878926,0.20669246
0.86854994,0.173888,0.17826563
0.86880004,0.19101666,0.19101396
0.8688499,0.1522074,0.1618137
0.868855,0.22337316,0.21915877
0.87008,0.22185478,0.2113707
0.87687004,0.21768421,0.20854816
0.88934,0.20922892,0.21787134
0.90566003,0.13734207,0.15100172
0.9066,0.1748948,0.20044169
0.90719503,0.19045596,0.18775183
0.9071999,0.18901838,0.1969611
0.90729,0.20885733,0.20774794
0.90737003,0.15336694,0.1826142
0.90737003,0.16139518,0.155727
0.9074501,0.16895312,0.18347833
0.9074501,0.16180176,0.1935279
0.90774494,0.20109813,0.20133215
0.90775007,0.16808112,0.17187533
0.9078301,0.1625234,0.18303397
0.9078599,0.22574636,0.22933155
0.90787995,0.197999,0.20399883
0.90804,0.18188198,0.18478635
0.9080749,0.22155416,0.21914393
0.90810007,0.20561038,0.20969763
0.9083251,0.20277959,0.21136549
0.9085001,0.14583507,0.14772737
0.90886986,0.17163901,0.17259198
0.9088801,0.19717138,0.19804999
0.918425,0.16752933,0.16507444
0.93182,0.18921359,0.19822502
0.94724995,0.21705659,0.21457654
0.9473249,0.22235337,0.21796411
0.94789994,0.20689529,0.22193477
0.948,0.18208161,0.18426481
0.9485599,0.17588772,0.1900788
0.9489001,0.23287271,0.23632962
0.9489001,0.25137636,0.24543619
0.948935,0.1691405,0.18929493
0.94904,0.14311029,0.16376933
0.94912,0.21105424,0.2139442
0.949655,0.19160211,0.19314978
0.95017,0.17882644,0.17899302
0.98662,0.1504066,0.16417417
0.98693997,0.23911043,0.2374278
0.988,0.23161188,0.22503299
0.988,0.20978978,0.22086081
0.98818004,0.21438523,0.21473101
0.988625,0.20603412,0.21390933
0.98995006,0.16659208,0.185296
1.01675,0.17889032,0.17931199
1.02664,0.18273772,0.19876751
1.02674,0.20915791,0.21740371
1.02678,0.2308257,0.23392084
1.02693,0.20379387,0.20910752
1.027285,0.20282899,0.21225005
1.027575,0.19417736,0.19722345
1.027575,0.17902438,0.1752899
1.02772,0.19488946,0.20775995
1.02786,0.23368965,0.2326963
1.027905,0.18269038,0.1881715
1.02804,0.1871761,0.20271036
1.0282401,0.21939634,0.23507637
1.0283002,0.22200525,0.2314271
1.028595,0.19757032,0.20571923
1.0285999,0.24696705,0.2497325
1.02877,0.21523672,0.23271003
1.029035,0.22497651,0.22730324
1.0292,0.260507,0.25550807
1.0292999,0.26607445,0.26523766
1.02954,0.21695925,0.21765202
1.03044,0.2357576,0.24610105
1.0305651,0.24757922,0.2379652
1.06746,0.20927168,0.21586668
1.06747,0.2066466,0.2188274
1.0675699,0.1762246,0.20749399
1.06774,0.20252463,0.2191371
1.06811,0.1826095,0.19659433
1.0681249,0.1840908,0.18183595
1.06813,0.19523203,0.1986534
1.06815,0.25448093,0.247899
1.06821,0.19245529,0.18943313
1.06823,0.24657574,0.2505265
1.068295,0.22067136,0.23900157
1.0683202,0.20659521,0.21133956
1.0683299,0.26506546,0.26189592
1.068395,0.18578365,0.19463244
1.06842,0.185845,0.20422924
1.0686,0.24745393,0.2467039
1.0686799,0.21395765,0.22634748
1.068735,0.27092886,0.27183032
1.06881,0.21889298,0.22698784
1.06883,0.22218905,0.2240723
1.06915,0.25778687,0.25270805
1.0692,0.2169182,0.22110036
1.06956,0.24105406,0.2525188
1.069635,0.25342023,0.24866077
1.106875,0.24245352,0.2467162
1.1072799,0.22987641,0.24031994
1.10746,0.21265806,0.22506186
1.10747,0.21870206,0.22873247
1.10768,0.21579525,0.22550577
1.10826,0.23134953,0.23715854
1.1083201,0.26300848,0.25815222
1.108375,0.19937493,0.2153031
1.1086999,0.22087851,0.23257113
1.1091748,0.2619333,0.25470287
1.10962,0.25505534,0.25359228
1.10986,0.21618076,0.21906972
1.11001,0.2785463,0.27867043
1.1100999,0.27512348,0.2751981
1.1474849,0.2281508,0.2270689
1.14789,0.25694928,0.25239408
1.14795,0.2039933,0.21401215
1.14825,0.1946656,0.20895886
1.14827,0.2646876,0.26939526
1.148275,0.28323555,0.27805734
1.14876,0.25937092,0.2633633
1.148775,0.21974988,0.22443086
1.1489,0.27081713,0.26567912
1.148955,0.24272496,0.24692824
1.1490401,0.21698985,0.22472584
1.1490499,0.24796784,0.2555433
1.1491,0.19690686,0.21651483
1.14998,0.22945544,0.23435387
1.1541601,0.26677066,0.26238418
1.1693751,0.2544219,0.26411524
1.17143,0.22560874,0.23738918
1.1742,0.20209761,0.20390841
1.18671,0.23833042,0.24706644
1.18672,0.23341106,0.24262822
1.1867751,0.25579038,0.25930092
1.187315,0.19343103,0.22566685
1.1873251,0.2100151,0.22009587
1.18755,0.2185739,0.22287622
1.18783,0.20096773,0.21501029
1.188365,0.27698094,0.27157235
1.18855,0.18504477,0.19237685
1.189005,0.2920921,0.29158965
1.1891202,0.26840964,0.26676056
1.189345,0.276741,0.27217722
1.1895701,0.22772191,0.23168388
1.21688,0.20840444,0.21051547
1.2207001,0.32574794,0.3152278
1.226025,0.26100144,0.26541838
1.2273799,0.24418108,0.25362587
1.2275702,0.23483418,0.24204114
1.2280701,0.24459387,0.24715075
1.228125,0.20655563,0.2211344
1.22855,0.23505327,0.24710107
1.22868,0.27283955,0.27322525
1.22871,0.25481352,0.25970647
1.22884,0.21582039,0.23386091
1.22892,0.23429108,0.25172418
1.229,0.20890085,0.22852895
1.22905,0.2721653,0.27594948
1.22905,0.26062804,0.26830462
1.22905,0.19024803,0.1987206
1.2291349,0.20922412,0.23086372
1.229165,0.2442551,0.25254232
1.2670602,0.21800098,0.23550263
1.2673999,0.22298561,0.23323047
1.26766,0.22970021,0.2452403
1.26837,0.2542927,0.2560565
1.2684499,0.250711,0.25857034
1.2685,0.21558672,0.2365571
1.26873,0.2504754,0.2535534
1.26898,0.23911971,0.24445763
1.26935,0.2406764,0.25336263
1.2694598,0.25991315,0.25989664
1.26989,0.29859626,0.29397896
1.2700399,0.23986812,0.24422935
1.27046,0.2739161,0.28464338
1.27225,0.26052272,0.27115402
1.27729,0.28277764,0.27439967
1.27926,0.21979529,0.2221455
1.30734,0.2896585,0.290522
1.3079001,0.23885004,0.26439625
1.3080999,0.22414173,0.24163058
1.3084298,0.21889152,0.2332325
1.30853,0.22632791,0.231228
1.3088399,0.2475671,0.2639622
1.308935,0.24350089,0.24997875
1.30906,0.26308545,0.27940407
1.3091551,0.26253238,0.26908413
1.3091801,0.31001756,0.31081465
1.3092002,0.20242758,0.21117908
1.3092002,0.2451905,0.25335038
1.3093652,0.2859086,0.28623053
1.3101,0.23352075,0.23312342
1.31187,0.23388466,0.24776238
1.31682,0.287946,0.28060922
1.329755,0.28123027,0.28933638
1.34692,0.25289875,0.2610185
1.34713,0.28105047,0.28402543
1.3472201,0.23525701,0.25387353
1.3473251,0.2335891,0.24441081
1.3474101,0.27927625,0.27983683
1.3474199,0.25853494,0.25887504
1.3474249,0.22419885,0.23905748
1.3475,0.22393307,0.26096347
1.3482,0.28226766,0.28236568
1.3488901,0.25850236,0.26598176
1.34892,0.25095662,0.25708702
1.349265,0.22254445,0.23650244
1.349435,0.26564118,0.2690284
1.349435,0.31074274,0.30628848
1.34945,0.29201776,0.29445124
1.3496,0.26992047,0.28946388
1.3496501,0.23950858,0.23890382
1.3498801,0.28611672,0.29696843
1.3500949,0.28145075,0.28725284
1.3501999,0.21860537,0.23926032
1.3781599,0.23098896,0.23520482
1.3804251,0.35276204,0.3420061
1.38624,0.28499296,0.28994957
1.38774,0.30152124,0.3032749
1.3879598,0.25992334,0.2674435
1.3886201,0.25194022,0.26775956
1.3886548,0.2526022,0.26146317
1.38881,0.23065524,0.2452054
1.38914,0.24163167,0.2618105
1.389245,0.2753743,0.29164442
1.389265,0.23202913,0.2444762
1.3893201,0.29788604,0.29888734
1.389345,0.28269497,0.2861123
1.3894202,0.23063296,0.23255587
1.3894202,0.31549105,0.31240696
1.38945,0.23243703,0.25223047
1.3902999,0.24475202,0.24481407
1.42669,0.22422887,0.2327742
1.4271699,0.22791691,0.26109636
1.4272602,0.24722801,0.26599842
1.42754,0.23475504,0.2727148
1.42764,0.24519567,0.24454552
1.4278948,0.26571664,0.2766228
1.4282501,0.23780628,0.257884
1.4284499,0.26489303,0.28193346
1.4287349,0.2797433,0.28750452
1.4292299,0.23425658,0.24841991
1.429655,0.28257737,0.3017223
1.4297,0.25958982,0.2676273
1.4604598,0.36480984,0.35501805
1.4667199,0.28115228,0.2912003
1.4668399,0.2980206,0.30203125
1.4671499,0.2257435,0.23930767
1.467245,0.27216622,0.27971715
1.4678,0.298511,0.29842
1.4682399,0.25045434,0.25589475
1.46828,0.24344179,0.26052395
1.468465,0.28179708,0.28752813
1.4686002,0.28846008,0.29706028
1.46865,0.24430737,0.26374105
1.46865,0.27186427,0.2878858
1.4686601,0.29153097,0.30061164
1.4688998,0.27010062,0.28329343
1.4691551,0.28098938,0.28933832
1.4694002,0.26147267,0.26365852
1.469555,0.30988622,0.31249887
1.4695652,0.32781982,0.32454005
1.4696101,0.28310534,0.2875111
1.4697,0.28470734,0.28723404
1.4709998,0.23632072,0.25676346
1.47143,0.25825182,0.2719993
1.4764001,0.24334328,0.24591571
1.4764799,0.29314533,0.30285093
1.507285,0.23943688,0.27267823
1.5073599,0.25883245,0.27795964
1.507575,0.25321615,0.27088365
1.5081599,0.25928435,0.28003275
1.5081599,0.28679597,0.29027796
1.5085,0.25745493,0.27554384
1.50877,0.2952629,0.29634848
1.5088799,0.2750774,0.28180945
1.5088799,0.28914025,0.29354945
1.5090898,0.28959316,0.30617478
1.5091501,0.2774213,0.2891997
1.5091501,0.31657368,0.31744537
1.50935,0.339151,0.33356082
1.5097951,0.32783502,0.32193962
1.5173199,0.32181484,0.31867015
1.5175952,0.24955475,0.25218812
1.54012,0.3771414,0.36770532
1.547325,0.28379282,0.29481232
1.5481402,0.2928756,0.29936066
1.5482398,0.2428271,0.25136268
1.5483649,0.23848537,0.25148043
1.548605,0.30093879,0.30929875
1.5486499,0.25382265,0.29024926
1.54873,0.2650246,0.27467152
1.54883,0.26037642,0.27683136
1.5489901,0.31440064,0.31211147
1.5489999,0.29964697,0.31555542
1.54928,0.2665305,0.28624508
1.5492948,0.30078351,0.30235958
1.5493098,0.2887225,0.29686078
1.5496501,0.32240278,0.32361165
1.5496501,0.2643707,0.28152668
1.5506752,0.34326425,0.34556973
1.5523251,0.26995578,0.28403682
1.55418,0.2742397,0.27693918
1.5573701,0.26153228,0.27521658
1.55873,0.25939187,0.26490733
1.58805,0.2688133,0.27988103
1.5884049,0.2985426,0.3022454
1.5885,0.23415443,0.2585735
1.5885249,0.3054149,0.31533945
1.5886401,0.29358587,0.30237234
1.5888999,0.26892108,0.28720054
1.5889999,0.3107084,0.3159767
1.5890249,0.29760846,0.3071124
1.5892351,0.34553897,0.34235337
1.5893499,0.3528835,0.35371754
1.5901002,0.295557,0.30298564
1.5990301,0.26676735,0.27095842
1.6098748,0.32251275,0.33138585
1.6272299,0.28550035,0.30266836
1.6277902,0.28702536,0.31174853
1.6279699,0.28638273,0.30352825
1.62803,0.3007003,0.301937
1.628105,0.27362034,0.2799698
1.62815,0.32208928,0.32251978
1.628435,0.29033667,0.29889834
1.6284502,0.26744407,0.28663695
1.629035,0.31262243,0.32142544
1.629135,0.339532,0.33572584
1.62918,0.3008984,0.3083791
1.6294401,0.29372397,0.30661276
1.62965,0.30031744,0.30888185
1.6303998,0.32724005,0.33893412
1.6310003,0.29306683,0.29835907
1.6315001,0.33829087,0.3304667
1.631775,0.28212583,0.2957101
1.63735,0.33666235,0.32926258
1.63776,0.33952343,0.33645383
1.63793,0.2668894,0.27031133
1.6552,0.26978517,0.27648693
1.6666201,0.32633132,0.33127478
1.6670849,0.30916026,0.32138154
1.6675599,0.302594,0.3121569
1.6678102,0.30421102,0.3144873
1.6680099,0.2595954,0.26940987
1.6681949,0.26973593,0.3072987
1.6683301,0.292482,0.31755283
1.6683799,0.28805384,0.29637003
1.6685,0.35137248,0.34714776
1.6685297,0.31759757,0.3273173
1.6685351,0.3180107,0.31980234
1.66858,0.24577963,0.2700276
1.6690999,0.31188318,0.31736252
1.6691501,0.3613897,0.35687396
1.6692898,0.32321087,0.32770658
1.669305,0.27288008,0.292841
1.6697652,0.3324824,0.3446419
1.6697999,0.32867822,0.33549565
1.6709001,0.2645268,0.28521025
1.6769,0.34184694,0.33507806
1.6770098,0.3228564,0.33278838
1.67916,0.2946918,0.2962098
1.69392,0.3036237,0.31647262
1.707325,0.333173,0.33417156
1.7077501,0.32021424,0.33153433
1.70788,0.30783775,0.3159459
1.7084253,0.3123914,0.3200052
1.708475,0.28358102,0.29955998
1.70856,0.35520762,0.35311642
1.7087001,0.31657317,0.32448983
1.7087948,0.3157019,0.32374477
1.7094401,0.32286102,0.34327114
1.7096598,0.30384007,0.31197056
1.7096798,0.35529506,0.35165462
1.7097799,0.305965,0.3119152
1.7116001,0.3045807,0.31002465
1.7119101,0.34941283,0.34216273
1.71795,0.34849122,0.34107503
1.71984,0.2832832,0.28892556
1.7343701,0.30909577,0.32228306
1.74784,0.31272128,0.32182798
1.7479699,0.30228734,0.31996205
1.7482251,0.33863062,0.3401319
1.748335,0.36243713,0.35899827
1.748435,0.32297605,0.32846296
1.7487801,0.30438596,0.32895586
1.7488099,0.30341792,0.32091194
1.7489002,0.30781397,0.3166764
